,identifier,response_id,sentence_number,token_number,token,lemma,pos
26,Q14_R_2b0CIkQZZJq6ey6_0_13,R_2b0CIkQZZJq6ey6,0,13,.,.,PUNCT
27,Q14_R_2b0CIkQZZJq6ey6_1_0,R_2b0CIkQZZJq6ey6,1,0,In,in,ADP
28,Q14_R_2b0CIkQZZJq6ey6_1_1,R_2b0CIkQZZJq6ey6,1,1,een,een,DET
29,Q14_R_2b0CIkQZZJq6ey6_1_2,R_2b0CIkQZZJq6ey6,1,2,door,door,ADP
30,Q14_R_2b0CIkQZZJq6ey6_1_3,R_2b0CIkQZZJq6ey6,1,3,mannen,man,NOUN
31,Q14_R_2b0CIkQZZJq6ey6_1_4,R_2b0CIkQZZJq6ey6,1,4,gedomineerd,domineren,VERB
32,Q14_R_2b0CIkQZZJq6ey6_1_5,R_2b0CIkQZZJq6ey6,1,5,cultureel,cultureel,ADJ
33,Q14_R_2b0CIkQZZJq6ey6_1_6,R_2b0CIkQZZJq6ey6,1,6,veld,veld,NOUN
34,Q14_R_2b0CIkQZZJq6ey6_1_7,R_2b0CIkQZZJq6ey6,1,7,",",",",PUNCT
35,Q14_R_2b0CIkQZZJq6ey6_1_8,R_2b0CIkQZZJq6ey6,1,8,was,zijn,AUX
36,Q14_R_2b0CIkQZZJq6ey6_1_9,R_2b0CIkQZZJq6ey6,1,9,de,de,DET
37,Q14_R_2b0CIkQZZJq6ey6_1_10,R_2b0CIkQZZJq6ey6,1,10,prominentste,prominent,ADJ
38,Q14_R_2b0CIkQZZJq6ey6_1_11,R_2b0CIkQZZJq6ey6,1,11,cultuurproductie,cultuurproductie,NOUN
39,Q14_R_2b0CIkQZZJq6ey6_1_12,R_2b0CIkQZZJq6ey6,1,12,mannelijk,mannelijk,ADJ
40,Q14_R_2b0CIkQZZJq6ey6_1_13,R_2b0CIkQZZJq6ey6,1,13,.,.,PUNCT
41,Q14_R_2b0CIkQZZJq6ey6_2_0,R_2b0CIkQZZJq6ey6,2,0,Eerder,eerder,ADJ
42,Q14_R_2b0CIkQZZJq6ey6_2_1,R_2b0CIkQZZJq6ey6,2,1,dan,dan,SCONJ
43,Q14_R_2b0CIkQZZJq6ey6_2_2,R_2b0CIkQZZJq6ey6,2,2,die,die,DET
44,Q14_R_2b0CIkQZZJq6ey6_2_3,R_2b0CIkQZZJq6ey6,2,3,werkelijkheid,werkelijkheid,NOUN
45,Q14_R_2b0CIkQZZJq6ey6_2_4,R_2b0CIkQZZJq6ey6,2,4,te,te,ADP
46,Q14_R_2b0CIkQZZJq6ey6_2_5,R_2b0CIkQZZJq6ey6,2,5,vertekenen,vertekenen,VERB
47,Q14_R_2b0CIkQZZJq6ey6_2_6,R_2b0CIkQZZJq6ey6,2,6,",",",",PUNCT
48,Q14_R_2b0CIkQZZJq6ey6_2_7,R_2b0CIkQZZJq6ey6,2,7,moet,moeten,AUX
49,Q14_R_2b0CIkQZZJq6ey6_2_8,R_2b0CIkQZZJq6ey6,2,8,een,een,DET
50,Q14_R_2b0CIkQZZJq6ey6_2_9,R_2b0CIkQZZJq6ey6,2,9,canon,canon,NOUN
51,Q14_R_2b0CIkQZZJq6ey6_2_10,R_2b0CIkQZZJq6ey6,2,10,dat,dat,PRON
52,Q14_R_2b0CIkQZZJq6ey6_2_11,R_2b0CIkQZZJq6ey6,2,11,debat,debat,NOUN
53,Q14_R_2b0CIkQZZJq6ey6_2_12,R_2b0CIkQZZJq6ey6,2,12,faciliteren,faciliteren,VERB
54,Q14_R_2b0CIkQZZJq6ey6_2_13,R_2b0CIkQZZJq6ey6,2,13,.,.,PUNCT
55,Q14_R_3KC9NOZtxz4yZNY_0_0,R_3KC9NOZtxz4yZNY,0,0,Een,een,DET
56,Q14_R_3KC9NOZtxz4yZNY_0_1,R_3KC9NOZtxz4yZNY,0,1,open,open,ADJ
57,Q14_R_3KC9NOZtxz4yZNY_0_2,R_3KC9NOZtxz4yZNY,0,2,en,en,CCONJ
58,Q14_R_3KC9NOZtxz4yZNY_0_3,R_3KC9NOZtxz4yZNY,0,3,inclusieve,inclusief,ADJ
59,Q14_R_3KC9NOZtxz4yZNY_0_4,R_3KC9NOZtxz4yZNY,0,4,canon,canon,NOUN
60,Q14_R_3KC9NOZtxz4yZNY_0_5,R_3KC9NOZtxz4yZNY,0,5,is,zijn,AUX
61,Q14_R_3KC9NOZtxz4yZNY_0_6,R_3KC9NOZtxz4yZNY,0,6,voor,voor,ADP
62,Q14_R_3KC9NOZtxz4yZNY_0_7,R_3KC9NOZtxz4yZNY,0,7,zoveel,zoveel,NUM
63,Q14_R_3KC9NOZtxz4yZNY_0_8,R_3KC9NOZtxz4yZNY,0,8,mogelijk,mogelijk,ADJ
64,Q14_R_3KC9NOZtxz4yZNY_0_9,R_3KC9NOZtxz4yZNY,0,9,lezers,lezer,NOUN
65,Q14_R_3KC9NOZtxz4yZNY_0_10,R_3KC9NOZtxz4yZNY,0,10,zo,zo,ADV
66,Q14_R_3KC9NOZtxz4yZNY_0_11,R_3KC9NOZtxz4yZNY,0,11,inspirerend,inspirerend,ADJ
67,Q14_R_3KC9NOZtxz4yZNY_0_12,R_3KC9NOZtxz4yZNY,0,12,mogelijk,mogelijk,ADJ
68,Q14_R_25AYySSQF2YfL2D_0_0,R_25AYySSQF2YfL2D,0,0,kies,kiezen,VERB
69,Q14_R_25AYySSQF2YfL2D_0_1,R_25AYySSQF2YfL2D,0,1,gewoon,gewoon,ADJ
70,Q14_R_25AYySSQF2YfL2D_0_2,R_25AYySSQF2YfL2D,0,2,goede,goed,ADJ
71,Q14_R_25AYySSQF2YfL2D_0_3,R_25AYySSQF2YfL2D,0,3, , ,SPACE
72,Q14_R_25AYySSQF2YfL2D_0_4,R_25AYySSQF2YfL2D,0,4,teksten/boeken,teksten/boeken,NOUN
73,Q14_R_WCgHrYOqu4y0lJD_0_0,R_WCgHrYOqu4y0lJD,0,0,het,het,PRON
74,Q14_R_WCgHrYOqu4y0lJD_0_1,R_WCgHrYOqu4y0lJD,0,1,zou,zullen,AUX
75,Q14_R_WCgHrYOqu4y0lJD_0_2,R_WCgHrYOqu4y0lJD,0,2,niet,niet,ADV
76,Q14_R_WCgHrYOqu4y0lJD_0_3,R_WCgHrYOqu4y0lJD,0,3,nodig,nodig,ADJ
77,Q14_R_WCgHrYOqu4y0lJD_0_4,R_WCgHrYOqu4y0lJD,0,4,moeten,moeten,AUX
78,Q14_R_WCgHrYOqu4y0lJD_0_5,R_WCgHrYOqu4y0lJD,0,5,zijn,zijn,AUX
79,Q14_R_WCgHrYOqu4y0lJD_0_6,R_WCgHrYOqu4y0lJD,0,6,en,en,CCONJ
80,Q14_R_WCgHrYOqu4y0lJD_0_7,R_WCgHrYOqu4y0lJD,0,7,voor,voor,ADP
81,Q14_R_WCgHrYOqu4y0lJD_0_8,R_WCgHrYOqu4y0lJD,0,8,het,het,DET
82,Q14_R_WCgHrYOqu4y0lJD_0_9,R_WCgHrYOqu4y0lJD,0,9,verleden,verleden,NOUN
83,Q14_R_WCgHrYOqu4y0lJD_0_10,R_WCgHrYOqu4y0lJD,0,10,is,zijn,AUX
84,Q14_R_WCgHrYOqu4y0lJD_0_11,R_WCgHrYOqu4y0lJD,0,11,het,het,PRON
85,Q14_R_WCgHrYOqu4y0lJD_0_12,R_WCgHrYOqu4y0lJD,0,12,tamelijk,tamelijk,ADV
86,Q14_R_WCgHrYOqu4y0lJD_0_13,R_WCgHrYOqu4y0lJD,0,13,zinloos,zinloos,ADJ
87,Q14_R_WCgHrYOqu4y0lJD_0_14,R_WCgHrYOqu4y0lJD,0,14,",",",",PUNCT
88,Q14_R_WCgHrYOqu4y0lJD_0_15,R_WCgHrYOqu4y0lJD,0,15,maar,maar,CCONJ
89,Q14_R_WCgHrYOqu4y0lJD_0_16,R_WCgHrYOqu4y0lJD,0,16,gezien,zien,VERB
90,Q14_R_WCgHrYOqu4y0lJD_0_17,R_WCgHrYOqu4y0lJD,0,17,onze,ons,PRON
91,Q14_R_WCgHrYOqu4y0lJD_0_18,R_WCgHrYOqu4y0lJD,0,18,vooroordelen,vooroordel,NOUN
92,Q14_R_WCgHrYOqu4y0lJD_0_19,R_WCgHrYOqu4y0lJD,0,19,heeft,hebben,VERB
93,Q14_R_WCgHrYOqu4y0lJD_0_20,R_WCgHrYOqu4y0lJD,0,20,het,het,DET
94,Q14_R_WCgHrYOqu4y0lJD_0_21,R_WCgHrYOqu4y0lJD,0,21,voor,voor,ADP
95,Q14_R_WCgHrYOqu4y0lJD_0_22,R_WCgHrYOqu4y0lJD,0,22,de,de,DET
96,Q14_R_WCgHrYOqu4y0lJD_0_23,R_WCgHrYOqu4y0lJD,0,23,moderne,modern,ADJ
97,Q14_R_WCgHrYOqu4y0lJD_0_24,R_WCgHrYOqu4y0lJD,0,24,tijd,tijd,NOUN
98,Q14_R_WCgHrYOqu4y0lJD_0_25,R_WCgHrYOqu4y0lJD,0,25,wel,wel,ADV
99,Q14_R_WCgHrYOqu4y0lJD_0_26,R_WCgHrYOqu4y0lJD,0,26,zin,zin,NOUN
100,Q14_R_WCgHrYOqu4y0lJD_0_27,R_WCgHrYOqu4y0lJD,0,27,.,.,PUNCT
101,Q14_R_3R7kTXWEvBoSVfb_0_0,R_3R7kTXWEvBoSVfb,0,0,Genderdiversiteit,genderdiversiteit,NOUN
102,Q14_R_3R7kTXWEvBoSVfb_0_1,R_3R7kTXWEvBoSVfb,0,1,moet,moeten,AUX
103,Q14_R_3R7kTXWEvBoSVfb_0_2,R_3R7kTXWEvBoSVfb,0,2,in,in,ADP
104,Q14_R_3R7kTXWEvBoSVfb_0_3,R_3R7kTXWEvBoSVfb,0,3,acht,acht,NUM
105,Q14_R_3R7kTXWEvBoSVfb_0_4,R_3R7kTXWEvBoSVfb,0,4,worden,worden,AUX
106,Q14_R_3R7kTXWEvBoSVfb_0_5,R_3R7kTXWEvBoSVfb,0,5,genomen,nemen,VERB
107,Q14_R_3R7kTXWEvBoSVfb_0_6,R_3R7kTXWEvBoSVfb,0,6,",",",",PUNCT
108,Q14_R_3R7kTXWEvBoSVfb_0_7,R_3R7kTXWEvBoSVfb,0,7,met,met,ADP
109,Q14_R_3R7kTXWEvBoSVfb_0_8,R_3R7kTXWEvBoSVfb,0,8,aandacht,aandacht,NOUN
110,Q14_R_3R7kTXWEvBoSVfb_0_9,R_3R7kTXWEvBoSVfb,0,9,voor,voor,ADP
111,Q14_R_3R7kTXWEvBoSVfb_0_10,R_3R7kTXWEvBoSVfb,0,10,de,de,DET
112,Q14_R_3R7kTXWEvBoSVfb_0_11,R_3R7kTXWEvBoSVfb,0,11,receptie,receptie,NOUN
113,Q14_R_3R7kTXWEvBoSVfb_0_12,R_3R7kTXWEvBoSVfb,0,12,(,(,PUNCT
114,Q14_R_3R7kTXWEvBoSVfb_0_13,R_3R7kTXWEvBoSVfb,0,13,in,in,ADP
115,Q14_R_3R7kTXWEvBoSVfb_0_14,R_3R7kTXWEvBoSVfb,0,14,historische,historisch,ADJ
116,Q14_R_3R7kTXWEvBoSVfb_0_15,R_3R7kTXWEvBoSVfb,0,15,en,en,CCONJ
117,Q14_R_3R7kTXWEvBoSVfb_0_16,R_3R7kTXWEvBoSVfb,0,16,hedendaagse,hedendaags,ADJ
118,Q14_R_3R7kTXWEvBoSVfb_0_17,R_3R7kTXWEvBoSVfb,0,17,context,context,NOUN
119,Q14_R_3R7kTXWEvBoSVfb_0_18,R_3R7kTXWEvBoSVfb,0,18,),),PUNCT
120,Q14_R_3R7kTXWEvBoSVfb_0_19,R_3R7kTXWEvBoSVfb,0,19,.,.,PUNCT
121,Q14_R_SIRLhLtxBWnZIAh_0_0,R_SIRLhLtxBWnZIAh,0,0,Een,een,DET
122,Q14_R_SIRLhLtxBWnZIAh_0_1,R_SIRLhLtxBWnZIAh,0,1,veranderende,veranderen,VERB
123,Q14_R_SIRLhLtxBWnZIAh_0_2,R_SIRLhLtxBWnZIAh,0,2,samenleving,samenleving,NOUN
124,Q14_R_SIRLhLtxBWnZIAh_0_3,R_SIRLhLtxBWnZIAh,0,3,kijkt,kijken,VERB
125,Q14_R_SIRLhLtxBWnZIAh_0_4,R_SIRLhLtxBWnZIAh,0,4,ook,ook,ADV
126,Q14_R_SIRLhLtxBWnZIAh_0_5,R_SIRLhLtxBWnZIAh,0,5,anders,anders,ADV
127,Q14_R_SIRLhLtxBWnZIAh_0_6,R_SIRLhLtxBWnZIAh,0,6,naar,naar,ADP
128,Q14_R_SIRLhLtxBWnZIAh_0_7,R_SIRLhLtxBWnZIAh,0,7,haar,haar,PRON
129,Q14_R_SIRLhLtxBWnZIAh_0_8,R_SIRLhLtxBWnZIAh,0,8,geschiedenis,geschiedenis,NOUN
130,Q14_R_SIRLhLtxBWnZIAh_0_9,R_SIRLhLtxBWnZIAh,0,9,.,.,PUNCT
131,Q14_R_SIRLhLtxBWnZIAh_1_0,R_SIRLhLtxBWnZIAh,1,0,Dit,dit,PRON
132,Q14_R_SIRLhLtxBWnZIAh_1_1,R_SIRLhLtxBWnZIAh,1,1,is,zijn,AUX
133,Q14_R_SIRLhLtxBWnZIAh_1_2,R_SIRLhLtxBWnZIAh,1,2,een,een,DET
134,Q14_R_SIRLhLtxBWnZIAh_1_3,R_SIRLhLtxBWnZIAh,1,3,kans,kans,NOUN
135,Q14_R_SIRLhLtxBWnZIAh_1_4,R_SIRLhLtxBWnZIAh,1,4,om,om,ADP
136,Q14_R_SIRLhLtxBWnZIAh_1_5,R_SIRLhLtxBWnZIAh,1,5,',',PUNCT
137,Q14_R_SIRLhLtxBWnZIAh_1_6,R_SIRLhLtxBWnZIAh,1,6,vergeten,vergeten,VERB
138,Q14_R_SIRLhLtxBWnZIAh_1_7,R_SIRLhLtxBWnZIAh,1,7,klassiekers,klassieker,NOUN
139,Q14_R_SIRLhLtxBWnZIAh_1_8,R_SIRLhLtxBWnZIAh,1,8,',',PUNCT
140,Q14_R_SIRLhLtxBWnZIAh_1_9,R_SIRLhLtxBWnZIAh,1,9,vanuit,vanuit,ADP
141,Q14_R_SIRLhLtxBWnZIAh_1_10,R_SIRLhLtxBWnZIAh,1,10,diversiteitsoogpunt,diversiteitsoogpunt,NOUN
142,Q14_R_SIRLhLtxBWnZIAh_1_11,R_SIRLhLtxBWnZIAh,1,11,naar,naar,ADP
143,Q14_R_SIRLhLtxBWnZIAh_1_12,R_SIRLhLtxBWnZIAh,1,12,voren,voren,ADV
144,Q14_R_SIRLhLtxBWnZIAh_1_13,R_SIRLhLtxBWnZIAh,1,13,te,te,ADP
145,Q14_R_SIRLhLtxBWnZIAh_1_14,R_SIRLhLtxBWnZIAh,1,14,halen,halen,VERB
146,Q14_R_SIRLhLtxBWnZIAh_1_15,R_SIRLhLtxBWnZIAh,1,15,.,.,PUNCT
147,Q14_R_SIRLhLtxBWnZIAh_2_0,R_SIRLhLtxBWnZIAh,2,0,We,we,PRON
148,Q14_R_SIRLhLtxBWnZIAh_2_1,R_SIRLhLtxBWnZIAh,2,1,kijken,kijken,VERB
149,Q14_R_SIRLhLtxBWnZIAh_2_2,R_SIRLhLtxBWnZIAh,2,2,met,met,ADP
150,Q14_R_SIRLhLtxBWnZIAh_2_3,R_SIRLhLtxBWnZIAh,2,3,een,een,DET
151,Q14_R_SIRLhLtxBWnZIAh_2_4,R_SIRLhLtxBWnZIAh,2,4,andere,ander,ADJ
152,Q14_R_SIRLhLtxBWnZIAh_2_5,R_SIRLhLtxBWnZIAh,2,5,bril,bril,NOUN
153,Q14_R_SIRLhLtxBWnZIAh_2_6,R_SIRLhLtxBWnZIAh,2,6,en,en,CCONJ
154,Q14_R_SIRLhLtxBWnZIAh_2_7,R_SIRLhLtxBWnZIAh,2,7,dat,dat,PRON
155,Q14_R_SIRLhLtxBWnZIAh_2_8,R_SIRLhLtxBWnZIAh,2,8,moet,moeten,AUX
156,Q14_R_SIRLhLtxBWnZIAh_2_9,R_SIRLhLtxBWnZIAh,2,9,weerspiegeld,weerspiegellen,VERB
157,Q14_R_SIRLhLtxBWnZIAh_2_10,R_SIRLhLtxBWnZIAh,2,10,worden,worden,AUX
158,Q14_R_SIRLhLtxBWnZIAh_2_11,R_SIRLhLtxBWnZIAh,2,11,in,in,ADP
159,Q14_R_SIRLhLtxBWnZIAh_2_12,R_SIRLhLtxBWnZIAh,2,12,de,de,DET
160,Q14_R_SIRLhLtxBWnZIAh_2_13,R_SIRLhLtxBWnZIAh,2,13,canon,canon,NOUN
161,Q14_R_SIRLhLtxBWnZIAh_2_14,R_SIRLhLtxBWnZIAh,2,14,.,.,PUNCT
162,Q14_R_28FJGADim6TlPDr_0_0,R_28FJGADim6TlPDr,0,0,Natuurlijk,natuurlijk,ADJ
163,Q14_R_28FJGADim6TlPDr_0_1,R_28FJGADim6TlPDr,0,1,!,!,PUNCT
164,Q14_R_28FJGADim6TlPDr_0_2,R_28FJGADim6TlPDr,0,2,!,!,PUNCT
165,Q14_R_1ihuARAuexD5ryt_0_0,R_1ihuARAuexD5ryt,0,0,Ik,ik,PRON
166,Q14_R_1ihuARAuexD5ryt_0_1,R_1ihuARAuexD5ryt,0,1,ben,zijn,AUX
167,Q14_R_1ihuARAuexD5ryt_0_2,R_1ihuARAuexD5ryt,0,2,een,een,DET
168,Q14_R_1ihuARAuexD5ryt_0_3,R_1ihuARAuexD5ryt,0,3,paar,paar,NOUN
169,Q14_R_1ihuARAuexD5ryt_0_4,R_1ihuARAuexD5ryt,0,4,jaar,jaar,NOUN
170,Q14_R_1ihuARAuexD5ryt_0_5,R_1ihuARAuexD5ryt,0,5,geleden,geleden,ADV
171,Q14_R_1ihuARAuexD5ryt_0_6,R_1ihuARAuexD5ryt,0,6,begonnen,beginnen,VERB
172,Q14_R_1ihuARAuexD5ryt_0_7,R_1ihuARAuexD5ryt,0,7,met,met,ADP
173,Q14_R_1ihuARAuexD5ryt_0_8,R_1ihuARAuexD5ryt,0,8,actief,actief,ADJ
174,Q14_R_1ihuARAuexD5ryt_0_9,R_1ihuARAuexD5ryt,0,9,streven,streven,VERB
175,Q14_R_1ihuARAuexD5ryt_0_10,R_1ihuARAuexD5ryt,0,10,naar,naar,ADP
176,Q14_R_1ihuARAuexD5ryt_0_11,R_1ihuARAuexD5ryt,0,11,meer,veel,DET
177,Q14_R_1ihuARAuexD5ryt_0_12,R_1ihuARAuexD5ryt,0,12,genderdiversiteit,genderdiversiteit,NOUN
178,Q14_R_1ihuARAuexD5ryt_0_13,R_1ihuARAuexD5ryt,0,13,in,in,ADP
179,Q14_R_1ihuARAuexD5ryt_0_14,R_1ihuARAuexD5ryt,0,14,mijn,mijn,PRON
180,Q14_R_1ihuARAuexD5ryt_0_15,R_1ihuARAuexD5ryt,0,15,eigen,eigen,ADJ
181,Q14_R_1ihuARAuexD5ryt_0_16,R_1ihuARAuexD5ryt,0,16,leesgedrag,leesgedrag,NOUN
182,Q14_R_1ihuARAuexD5ryt_0_17,R_1ihuARAuexD5ryt,0,17,-,-,PUNCT
183,Q14_R_1ihuARAuexD5ryt_0_18,R_1ihuARAuexD5ryt,0,18,concreet,concreet,ADJ
184,Q14_R_1ihuARAuexD5ryt_0_19,R_1ihuARAuexD5ryt,0,19,:,:,PUNCT
185,Q14_R_1ihuARAuexD5ryt_0_20,R_1ihuARAuexD5ryt,0,20,50%,50%,SYM
186,Q14_R_1ihuARAuexD5ryt_0_21,R_1ihuARAuexD5ryt,0,21,van,van,ADP
187,Q14_R_1ihuARAuexD5ryt_0_22,R_1ihuARAuexD5ryt,0,22,de,de,DET
188,Q14_R_1ihuARAuexD5ryt_0_23,R_1ihuARAuexD5ryt,0,23,boeken,boek,NOUN
189,Q14_R_1ihuARAuexD5ryt_0_24,R_1ihuARAuexD5ryt,0,24,die,die,PRON
190,Q14_R_1ihuARAuexD5ryt_0_25,R_1ihuARAuexD5ryt,0,25,ik,ik,PRON
191,Q14_R_1ihuARAuexD5ryt_0_26,R_1ihuARAuexD5ryt,0,26,nu,nu,ADV
192,Q14_R_1ihuARAuexD5ryt_0_27,R_1ihuARAuexD5ryt,0,27,lees,lezen,VERB
193,Q14_R_1ihuARAuexD5ryt_0_28,R_1ihuARAuexD5ryt,0,28,zijn,zijn,AUX
194,Q14_R_1ihuARAuexD5ryt_0_29,R_1ihuARAuexD5ryt,0,29,geschreven,schrijven,VERB
195,Q14_R_1ihuARAuexD5ryt_0_30,R_1ihuARAuexD5ryt,0,30,door,door,ADP
196,Q14_R_1ihuARAuexD5ryt_0_31,R_1ihuARAuexD5ryt,0,31,vrouwen,vrouw,NOUN
197,Q14_R_1ihuARAuexD5ryt_0_32,R_1ihuARAuexD5ryt,0,32,.,.,PUNCT
198,Q14_R_1ihuARAuexD5ryt_1_0,R_1ihuARAuexD5ryt,1,0,Ik,ik,PRON
199,Q14_R_1ihuARAuexD5ryt_1_1,R_1ihuARAuexD5ryt,1,1,schrok,schrok,VERB
200,Q14_R_1ihuARAuexD5ryt_1_2,R_1ihuARAuexD5ryt,1,2,ervan,ervan,ADV
201,Q14_R_1ihuARAuexD5ryt_1_3,R_1ihuARAuexD5ryt,1,3,hoe,hoe,ADV
202,Q14_R_1ihuARAuexD5ryt_1_4,R_1ihuARAuexD5ryt,1,4,onwennig,onwennig,ADJ
203,Q14_R_1ihuARAuexD5ryt_1_5,R_1ihuARAuexD5ryt,1,5,dit,dit,PRON
204,Q14_R_1ihuARAuexD5ryt_1_6,R_1ihuARAuexD5ryt,1,6,in,in,ADP
205,Q14_R_1ihuARAuexD5ryt_1_7,R_1ihuARAuexD5ryt,1,7,het,het,DET
206,Q14_R_1ihuARAuexD5ryt_1_8,R_1ihuARAuexD5ryt,1,8,begin,begin,NOUN
207,Q14_R_1ihuARAuexD5ryt_1_9,R_1ihuARAuexD5ryt,1,9,was,zijn,AUX
208,Q14_R_1ihuARAuexD5ryt_1_10,R_1ihuARAuexD5ryt,1,10,en,en,CCONJ
209,Q14_R_1ihuARAuexD5ryt_1_11,R_1ihuARAuexD5ryt,1,11,ik,ik,PRON
210,Q14_R_1ihuARAuexD5ryt_1_12,R_1ihuARAuexD5ryt,1,12,zou,zullen,AUX
211,Q14_R_1ihuARAuexD5ryt_1_13,R_1ihuARAuexD5ryt,1,13,het,het,PRON
212,Q14_R_1ihuARAuexD5ryt_1_14,R_1ihuARAuexD5ryt,1,14,iedereen,iedereen,PRON
213,Q14_R_1ihuARAuexD5ryt_1_15,R_1ihuARAuexD5ryt,1,15,aanraden,aanraden,VERB
214,Q14_R_1ihuARAuexD5ryt_1_16,R_1ihuARAuexD5ryt,1,16,.,.,PUNCT
215,Q14_R_3KZLs4351BCvgEe_0_0,R_3KZLs4351BCvgEe,0,0,Onderrepresentatie,onderrepresentatie,NOUN
216,Q14_R_3KZLs4351BCvgEe_0_1,R_3KZLs4351BCvgEe,0,1,van,van,ADP
217,Q14_R_3KZLs4351BCvgEe_0_2,R_3KZLs4351BCvgEe,0,2,vrouwen,vrouw,NOUN
218,Q14_R_3KZLs4351BCvgEe_0_3,R_3KZLs4351BCvgEe,0,3,in,in,ADP
219,Q14_R_3KZLs4351BCvgEe_0_4,R_3KZLs4351BCvgEe,0,4,de,de,DET
220,Q14_R_3KZLs4351BCvgEe_0_5,R_3KZLs4351BCvgEe,0,5,canon,canon,NOUN
221,Q14_R_3KZLs4351BCvgEe_0_6,R_3KZLs4351BCvgEe,0,6,mag,mogen,AUX
222,Q14_R_3KZLs4351BCvgEe_0_7,R_3KZLs4351BCvgEe,0,7,niet,niet,ADV
223,Q14_R_3KZLs4351BCvgEe_0_8,R_3KZLs4351BCvgEe,0,8,het,het,DET
224,Q14_R_3KZLs4351BCvgEe_0_9,R_3KZLs4351BCvgEe,0,9,gevolg,gevolg,NOUN
225,Q14_R_3KZLs4351BCvgEe_0_10,R_3KZLs4351BCvgEe,0,10,zijn,zijn,AUX
226,Q14_R_3KZLs4351BCvgEe_0_11,R_3KZLs4351BCvgEe,0,11,van,van,ADP
227,Q14_R_3KZLs4351BCvgEe_0_12,R_3KZLs4351BCvgEe,0,12,blinde,blind,ADJ
228,Q14_R_3KZLs4351BCvgEe_0_13,R_3KZLs4351BCvgEe,0,13,vlekken,vlek,NOUN
229,Q14_R_3KZLs4351BCvgEe_0_14,R_3KZLs4351BCvgEe,0,14,in,in,ADP
230,Q14_R_3KZLs4351BCvgEe_0_15,R_3KZLs4351BCvgEe,0,15,de,de,DET
231,Q14_R_3KZLs4351BCvgEe_0_16,R_3KZLs4351BCvgEe,0,16,canonvorming,canonvorming,NOUN
