,identifier,response_id,sentence_number,token_number,token,lemma,pos
25,QI_R_2aDoOjymUPyjNPm_0_10,R_2aDoOjymUPyjNPm,0,10,.,.,PUNCT
26,QI_R_2aDoOjymUPyjNPm_1_0,R_2aDoOjymUPyjNPm,1,0,Samenwerking,samenwerking,NOUN
27,QI_R_2aDoOjymUPyjNPm_1_1,R_2aDoOjymUPyjNPm,1,1,via,via,ADP
28,QI_R_2aDoOjymUPyjNPm_1_2,R_2aDoOjymUPyjNPm,1,2,IVN,IVN,PROPN
29,QI_R_2aDoOjymUPyjNPm_1_3,R_2aDoOjymUPyjNPm,1,3,",",",",PUNCT
30,QI_R_2aDoOjymUPyjNPm_1_4,R_2aDoOjymUPyjNPm,1,4,neerlandistiek,neerlandistiek,ADJ
31,QI_R_2aDoOjymUPyjNPm_1_5,R_2aDoOjymUPyjNPm,1,5,extra,extra,ADJ
32,QI_R_2aDoOjymUPyjNPm_1_6,R_2aDoOjymUPyjNPm,1,6,muros,muros,NOUN
33,QI_R_3KZLs4351BCvgEe_0_0,R_3KZLs4351BCvgEe,0,0,Ik,ik,PRON
34,QI_R_3KZLs4351BCvgEe_0_1,R_3KZLs4351BCvgEe,0,1,denk,denken,VERB
35,QI_R_3KZLs4351BCvgEe_0_2,R_3KZLs4351BCvgEe,0,2,dat,dat,SCONJ
36,QI_R_3KZLs4351BCvgEe_0_3,R_3KZLs4351BCvgEe,0,3,canonprojecten,canonproject,NOUN
37,QI_R_3KZLs4351BCvgEe_0_4,R_3KZLs4351BCvgEe,0,4,vandaag,vandaag,ADV
38,QI_R_3KZLs4351BCvgEe_0_5,R_3KZLs4351BCvgEe,0,5,vooral,vooral,ADV
39,QI_R_3KZLs4351BCvgEe_0_6,R_3KZLs4351BCvgEe,0,6,moeten,moeten,AUX
40,QI_R_3KZLs4351BCvgEe_0_7,R_3KZLs4351BCvgEe,0,7,bestaan,bestaan,VERB
41,QI_R_3KZLs4351BCvgEe_0_8,R_3KZLs4351BCvgEe,0,8,in,in,ADP
42,QI_R_3KZLs4351BCvgEe_0_9,R_3KZLs4351BCvgEe,0,9,de,de,DET
43,QI_R_3KZLs4351BCvgEe_0_10,R_3KZLs4351BCvgEe,0,10,vorm,vorm,NOUN
44,QI_R_3KZLs4351BCvgEe_0_11,R_3KZLs4351BCvgEe,0,11,van,van,ADP
45,QI_R_3KZLs4351BCvgEe_0_12,R_3KZLs4351BCvgEe,0,12,open,open,ADJ
46,QI_R_3KZLs4351BCvgEe_0_13,R_3KZLs4351BCvgEe,0,13,discussies,discussie,NOUN
47,QI_R_3KZLs4351BCvgEe_0_14,R_3KZLs4351BCvgEe,0,14,.,.,PUNCT
48,QI_R_3KZLs4351BCvgEe_1_0,R_3KZLs4351BCvgEe,1,0,Daarmee,daarmee,ADV
49,QI_R_3KZLs4351BCvgEe_1_1,R_3KZLs4351BCvgEe,1,1,wil,willen,VERB
50,QI_R_3KZLs4351BCvgEe_1_2,R_3KZLs4351BCvgEe,1,2,ik,ik,PRON
51,QI_R_3KZLs4351BCvgEe_1_3,R_3KZLs4351BCvgEe,1,3,zeker,zeker,ADJ
52,QI_R_3KZLs4351BCvgEe_1_4,R_3KZLs4351BCvgEe,1,4,niet,niet,ADV
53,QI_R_3KZLs4351BCvgEe_1_5,R_3KZLs4351BCvgEe,1,5,pleiten,pleiten,VERB
54,QI_R_3KZLs4351BCvgEe_1_6,R_3KZLs4351BCvgEe,1,6,voor,voor,ADP
55,QI_R_3KZLs4351BCvgEe_1_7,R_3KZLs4351BCvgEe,1,7,een,een,DET
56,QI_R_3KZLs4351BCvgEe_1_8,R_3KZLs4351BCvgEe,1,8,soort,soort,NOUN
57,QI_R_3KZLs4351BCvgEe_1_9,R_3KZLs4351BCvgEe,1,9,relativering,relativering,NOUN
58,QI_R_3KZLs4351BCvgEe_1_10,R_3KZLs4351BCvgEe,1,10,van,van,ADP
59,QI_R_3KZLs4351BCvgEe_1_11,R_3KZLs4351BCvgEe,1,11,de,de,DET
60,QI_R_3KZLs4351BCvgEe_1_12,R_3KZLs4351BCvgEe,1,12,culturele,cultureel,ADJ
61,QI_R_3KZLs4351BCvgEe_1_13,R_3KZLs4351BCvgEe,1,13,of,of,CCONJ
62,QI_R_3KZLs4351BCvgEe_1_14,R_3KZLs4351BCvgEe,1,14,historische,historisch,ADJ
63,QI_R_3KZLs4351BCvgEe_1_15,R_3KZLs4351BCvgEe,1,15,waarde,waarde,NOUN
64,QI_R_3KZLs4351BCvgEe_1_16,R_3KZLs4351BCvgEe,1,16,van,van,ADP
65,QI_R_3KZLs4351BCvgEe_1_17,R_3KZLs4351BCvgEe,1,17,teksten,tekst,NOUN
66,QI_R_3KZLs4351BCvgEe_1_18,R_3KZLs4351BCvgEe,1,18,",",",",PUNCT
67,QI_R_3KZLs4351BCvgEe_1_19,R_3KZLs4351BCvgEe,1,19,maar,maar,CCONJ
68,QI_R_3KZLs4351BCvgEe_1_20,R_3KZLs4351BCvgEe,1,20,ik,ik,PRON
69,QI_R_3KZLs4351BCvgEe_1_21,R_3KZLs4351BCvgEe,1,21,denk,denken,VERB
70,QI_R_3KZLs4351BCvgEe_1_22,R_3KZLs4351BCvgEe,1,22,wel,wel,ADV
71,QI_R_3KZLs4351BCvgEe_1_23,R_3KZLs4351BCvgEe,1,23,dat,dat,SCONJ
72,QI_R_3KZLs4351BCvgEe_1_24,R_3KZLs4351BCvgEe,1,24,het,het,PRON
73,QI_R_3KZLs4351BCvgEe_1_25,R_3KZLs4351BCvgEe,1,25,belangrijk,belangrijk,ADJ
74,QI_R_3KZLs4351BCvgEe_1_26,R_3KZLs4351BCvgEe,1,26,is,zijn,AUX
75,QI_R_3KZLs4351BCvgEe_1_27,R_3KZLs4351BCvgEe,1,27,om,om,ADP
76,QI_R_3KZLs4351BCvgEe_1_28,R_3KZLs4351BCvgEe,1,28,canonteksten,canonteksten,NOUN
77,QI_R_3KZLs4351BCvgEe_1_29,R_3KZLs4351BCvgEe,1,29,niet,niet,ADV
78,QI_R_3KZLs4351BCvgEe_1_30,R_3KZLs4351BCvgEe,1,30,als,als,SCONJ
79,QI_R_3KZLs4351BCvgEe_1_31,R_3KZLs4351BCvgEe,1,31,autonome,autonoom,ADJ
80,QI_R_3KZLs4351BCvgEe_1_32,R_3KZLs4351BCvgEe,1,32,meesterwerkjes,meesterwerkjes,NOUN
81,QI_R_3KZLs4351BCvgEe_1_33,R_3KZLs4351BCvgEe,1,33,te,te,ADP
82,QI_R_3KZLs4351BCvgEe_1_34,R_3KZLs4351BCvgEe,1,34,beschouwen,beschouwen,VERB
83,QI_R_3KZLs4351BCvgEe_1_35,R_3KZLs4351BCvgEe,1,35,.,.,PUNCT
84,QI_R_3KZLs4351BCvgEe_2_0,R_3KZLs4351BCvgEe,2,0,De,de,DET
85,QI_R_3KZLs4351BCvgEe_2_1,R_3KZLs4351BCvgEe,2,1,vraag,vraag,NOUN
86,QI_R_3KZLs4351BCvgEe_2_2,R_3KZLs4351BCvgEe,2,2,is,zijn,AUX
87,QI_R_3KZLs4351BCvgEe_2_3,R_3KZLs4351BCvgEe,2,3,waarom,waarom,ADV
88,QI_R_3KZLs4351BCvgEe_2_4,R_3KZLs4351BCvgEe,2,4,horen,horen,VERB
89,QI_R_3KZLs4351BCvgEe_2_5,R_3KZLs4351BCvgEe,2,5,teksten,tekst,NOUN
90,QI_R_3KZLs4351BCvgEe_2_6,R_3KZLs4351BCvgEe,2,6,wel,wel,ADV
91,QI_R_3KZLs4351BCvgEe_2_7,R_3KZLs4351BCvgEe,2,7,of,of,CCONJ
92,QI_R_3KZLs4351BCvgEe_2_8,R_3KZLs4351BCvgEe,2,8,niet,niet,ADV
93,QI_R_3KZLs4351BCvgEe_2_9,R_3KZLs4351BCvgEe,2,9,in,in,ADP
94,QI_R_3KZLs4351BCvgEe_2_10,R_3KZLs4351BCvgEe,2,10,de,de,DET
95,QI_R_3KZLs4351BCvgEe_2_11,R_3KZLs4351BCvgEe,2,11,canon,canon,NOUN
96,QI_R_3KZLs4351BCvgEe_2_12,R_3KZLs4351BCvgEe,2,12,?,?,PUNCT
97,QI_R_3KZLs4351BCvgEe_3_0,R_3KZLs4351BCvgEe,3,0,Welke,welk,DET
98,QI_R_3KZLs4351BCvgEe_3_1,R_3KZLs4351BCvgEe,3,1,invloed,invloed,NOUN
99,QI_R_3KZLs4351BCvgEe_3_2,R_3KZLs4351BCvgEe,3,2,hebben,hebben,VERB
100,QI_R_3KZLs4351BCvgEe_3_3,R_3KZLs4351BCvgEe,3,3,teksten,tekst,NOUN
101,QI_R_3KZLs4351BCvgEe_3_4,R_3KZLs4351BCvgEe,3,4,op,op,ADP
102,QI_R_3KZLs4351BCvgEe_3_5,R_3KZLs4351BCvgEe,3,5,de,de,DET
103,QI_R_3KZLs4351BCvgEe_3_6,R_3KZLs4351BCvgEe,3,6,manier,manier,NOUN
104,QI_R_3KZLs4351BCvgEe_3_7,R_3KZLs4351BCvgEe,3,7,waarop,waarop,ADV
105,QI_R_3KZLs4351BCvgEe_3_8,R_3KZLs4351BCvgEe,3,8,we,we,PRON
106,QI_R_3KZLs4351BCvgEe_3_9,R_3KZLs4351BCvgEe,3,9,nadenken,nadenken,VERB
107,QI_R_3KZLs4351BCvgEe_3_10,R_3KZLs4351BCvgEe,3,10,over,over,ADP
108,QI_R_3KZLs4351BCvgEe_3_11,R_3KZLs4351BCvgEe,3,11,identiteit,identiteit,NOUN
109,QI_R_3KZLs4351BCvgEe_3_12,R_3KZLs4351BCvgEe,3,12,en,en,CCONJ
110,QI_R_3KZLs4351BCvgEe_3_13,R_3KZLs4351BCvgEe,3,13,geschiedenis,geschiedenis,NOUN
111,QI_R_3KZLs4351BCvgEe_3_14,R_3KZLs4351BCvgEe,3,14,?,?,PUNCT
112,QI_R_3KZLs4351BCvgEe_4_0,R_3KZLs4351BCvgEe,4,0,Hoe,hoe,ADV
113,QI_R_3KZLs4351BCvgEe_4_1,R_3KZLs4351BCvgEe,4,1,werken,werken,VERB
114,QI_R_3KZLs4351BCvgEe_4_2,R_3KZLs4351BCvgEe,4,2,teksten,tekst,NOUN
115,QI_R_3KZLs4351BCvgEe_4_3,R_3KZLs4351BCvgEe,4,3,diachroon,diachroon,ADJ
116,QI_R_3KZLs4351BCvgEe_4_4,R_3KZLs4351BCvgEe,4,4,door,door,ADP
117,QI_R_3KZLs4351BCvgEe_4_5,R_3KZLs4351BCvgEe,4,5,?,?,PUNCT
118,QI_R_3KZLs4351BCvgEe_5_0,R_3KZLs4351BCvgEe,5,0,En,en,CCONJ
119,QI_R_3KZLs4351BCvgEe_5_1,R_3KZLs4351BCvgEe,5,1,welke,welk,DET
120,QI_R_3KZLs4351BCvgEe_5_2,R_3KZLs4351BCvgEe,5,2,betekenisverschuivingen,betekenisverschuiving,NOUN
121,QI_R_3KZLs4351BCvgEe_5_3,R_3KZLs4351BCvgEe,5,3,treden,treden,VERB
122,QI_R_3KZLs4351BCvgEe_5_4,R_3KZLs4351BCvgEe,5,4,daarbij,daarbij,ADV
123,QI_R_3KZLs4351BCvgEe_5_5,R_3KZLs4351BCvgEe,5,5,op,op,ADP
124,QI_R_3KZLs4351BCvgEe_5_6,R_3KZLs4351BCvgEe,5,6,?,?,PUNCT
125,QI_R_5yU9NUzFdYgqOSR_0_0,R_5yU9NUzFdYgqOSR,0,0,De,de,DET
126,QI_R_5yU9NUzFdYgqOSR_0_1,R_5yU9NUzFdYgqOSR,0,1,Alphamanfilmpjes,Alphamanfilmpjes,ADJ
127,QI_R_5yU9NUzFdYgqOSR_0_2,R_5yU9NUzFdYgqOSR,0,2,zijn,zijn,AUX
128,QI_R_5yU9NUzFdYgqOSR_0_3,R_5yU9NUzFdYgqOSR,0,3,eigenlijk,eigenlijk,ADJ
129,QI_R_5yU9NUzFdYgqOSR_0_4,R_5yU9NUzFdYgqOSR,0,4,ook,ook,ADV
130,QI_R_5yU9NUzFdYgqOSR_0_5,R_5yU9NUzFdYgqOSR,0,5,een,een,DET
131,QI_R_5yU9NUzFdYgqOSR_0_6,R_5yU9NUzFdYgqOSR,0,6,soort,soort,NOUN
132,QI_R_5yU9NUzFdYgqOSR_0_7,R_5yU9NUzFdYgqOSR,0,7,canon,canon,NOUN
133,QI_R_5yU9NUzFdYgqOSR_0_8,R_5yU9NUzFdYgqOSR,0,8,.,.,PUNCT
134,QI_R_2YkRhIi3giEOTD8_0_0,R_2YkRhIi3giEOTD8,0,0,de,de,DET
135,QI_R_2YkRhIi3giEOTD8_0_1,R_2YkRhIi3giEOTD8,0,1,link,link,NOUN
136,QI_R_2YkRhIi3giEOTD8_0_2,R_2YkRhIi3giEOTD8,0,2,poëzie,poëzie,NOUN
137,QI_R_2YkRhIi3giEOTD8_0_3,R_2YkRhIi3giEOTD8,0,3,en,en,CCONJ
138,QI_R_2YkRhIi3giEOTD8_0_4,R_2YkRhIi3giEOTD8,0,4,muziek,muziek,NOUN
139,QI_R_2YkRhIi3giEOTD8_0_5,R_2YkRhIi3giEOTD8,0,5,:,:,PUNCT
140,QI_R_2YkRhIi3giEOTD8_0_6,R_2YkRhIi3giEOTD8,0,6,voorbeeld,voorbeeld,NOUN
141,QI_R_2YkRhIi3giEOTD8_0_7,R_2YkRhIi3giEOTD8,0,7,www.gezellegezongen.be,www.gezellegezongen.be,SYM
142,QI_R_2VKm48sb5BeBpGl_0_0,R_2VKm48sb5BeBpGl,0,0,Schooloverstijgende,Schooloverstijgende,VERB
143,QI_R_2VKm48sb5BeBpGl_0_1,R_2VKm48sb5BeBpGl,0,1,leesclubs,leesclub,NOUN
144,QI_R_2VKm48sb5BeBpGl_0_2,R_2VKm48sb5BeBpGl,0,2,",",",",PUNCT
145,QI_R_2VKm48sb5BeBpGl_0_3,R_2VKm48sb5BeBpGl,0,3,boekenmiddagen,boekenmiddag,NOUN
146,QI_R_1OKcP6ZdBt2gs57_0_0,R_1OKcP6ZdBt2gs57,0,0,Debatbijeenkomsten,debatbijeenkomsten,NOUN
147,QI_R_1OKcP6ZdBt2gs57_0_1,R_1OKcP6ZdBt2gs57,0,1,met,met,ADP
148,QI_R_1OKcP6ZdBt2gs57_0_2,R_1OKcP6ZdBt2gs57,0,2,docenten,docent,NOUN
149,QI_R_1OKcP6ZdBt2gs57_0_3,R_1OKcP6ZdBt2gs57,0,3,bij,bij,ADP
150,QI_R_1OKcP6ZdBt2gs57_0_4,R_1OKcP6ZdBt2gs57,0,4,het,het,DET
151,QI_R_1OKcP6ZdBt2gs57_0_5,R_1OKcP6ZdBt2gs57,0,5,congres,congres,NOUN
152,QI_R_1OKcP6ZdBt2gs57_0_6,R_1OKcP6ZdBt2gs57,0,6,Het,het,DET
153,QI_R_1OKcP6ZdBt2gs57_0_7,R_1OKcP6ZdBt2gs57,0,7,schoolvak,schoolvak,NOUN
154,QI_R_1OKcP6ZdBt2gs57_0_8,R_1OKcP6ZdBt2gs57,0,8,Nederlands,Nederlands,PROPN
155,QI_R_1OKcP6ZdBt2gs57_0_9,R_1OKcP6ZdBt2gs57,0,9,(,(,PUNCT
156,QI_R_1OKcP6ZdBt2gs57_0_10,R_1OKcP6ZdBt2gs57,0,10,aangevuld,aanvullen,VERB
157,QI_R_1OKcP6ZdBt2gs57_0_11,R_1OKcP6ZdBt2gs57,0,11,met,met,ADP
158,QI_R_1OKcP6ZdBt2gs57_0_12,R_1OKcP6ZdBt2gs57,0,12,lezingen,lezing,NOUN
159,QI_R_1OKcP6ZdBt2gs57_0_13,R_1OKcP6ZdBt2gs57,0,13,over,over,ADP
160,QI_R_1OKcP6ZdBt2gs57_0_14,R_1OKcP6ZdBt2gs57,0,14,bepaalde,bepalen,VERB
161,QI_R_1OKcP6ZdBt2gs57_0_15,R_1OKcP6ZdBt2gs57,0,15,auteurs-werken,auteurs-werk,NOUN
162,QI_R_1OKcP6ZdBt2gs57_0_16,R_1OKcP6ZdBt2gs57,0,16,),),PUNCT
163,QI_R_1rk2jktJjWG8Jfq_0_0,R_1rk2jktJjWG8Jfq,0,0,geschreven,schrijven,VERB
164,QI_R_1rk2jktJjWG8Jfq_0_1,R_1rk2jktJjWG8Jfq,0,1,pers,pers,NOUN
165,QI_R_1rk2jktJjWG8Jfq_0_2,R_1rk2jktJjWG8Jfq,0,2,",",",",PUNCT
166,QI_R_1rk2jktJjWG8Jfq_0_3,R_1rk2jktJjWG8Jfq,0,3,radio,radio,NOUN
167,QI_R_1rk2jktJjWG8Jfq_0_4,R_1rk2jktJjWG8Jfq,0,4,",",",",PUNCT
168,QI_R_1rk2jktJjWG8Jfq_0_5,R_1rk2jktJjWG8Jfq,0,5,TV,tv,NOUN
169,QI_R_1rk2jktJjWG8Jfq_0_6,R_1rk2jktJjWG8Jfq,0,6,",",",",PUNCT
170,QI_R_1rk2jktJjWG8Jfq_0_7,R_1rk2jktJjWG8Jfq,0,7,internet,internet,NOUN
171,QI_R_2wU1nU0u13AwCrq_0_0,R_2wU1nU0u13AwCrq,0,0,Tv,Tv,DET
172,QI_R_2wU1nU0u13AwCrq_0_1,R_2wU1nU0u13AwCrq,0,1,programma,programma,NOUN
173,QI_R_2wU1nU0u13AwCrq_0_2,R_2wU1nU0u13AwCrq,0,2,zoals,zoals,SCONJ
174,QI_R_2wU1nU0u13AwCrq_0_3,R_2wU1nU0u13AwCrq,0,3,Het,het,DET
175,QI_R_2wU1nU0u13AwCrq_0_4,R_2wU1nU0u13AwCrq,0,4,verhaal,verhaal,NOUN
176,QI_R_2wU1nU0u13AwCrq_0_5,R_2wU1nU0u13AwCrq,0,5,van,van,ADP
177,QI_R_2wU1nU0u13AwCrq_0_6,R_2wU1nU0u13AwCrq,0,6,Nederland,Nederland,PROPN
178,QI_R_2wU1nU0u13AwCrq_0_7,R_2wU1nU0u13AwCrq,0,7,",",",",PUNCT
179,QI_R_2wU1nU0u13AwCrq_0_8,R_2wU1nU0u13AwCrq,0,8,maar,maar,CCONJ
180,QI_R_2wU1nU0u13AwCrq_0_9,R_2wU1nU0u13AwCrq,0,9,dan,dan,ADV
181,QI_R_2wU1nU0u13AwCrq_0_10,R_2wU1nU0u13AwCrq,0,10,met,met,ADP
182,QI_R_2wU1nU0u13AwCrq_0_11,R_2wU1nU0u13AwCrq,0,11,literatuurgeschiedenis,literatuurgeschiedenis,NOUN
183,QI_R_2wU1nU0u13AwCrq_0_12,R_2wU1nU0u13AwCrq,0,12,.,.,PUNCT
184,QI_R_2wU1nU0u13AwCrq_1_0,R_2wU1nU0u13AwCrq,1,0,Lespakketten,Lespakketten,NOUN
185,QI_R_2wU1nU0u13AwCrq_1_1,R_2wU1nU0u13AwCrq,1,1,zodat,zodat,SCONJ
186,QI_R_2wU1nU0u13AwCrq_1_2,R_2wU1nU0u13AwCrq,1,2,docenten,docent,NOUN
187,QI_R_2wU1nU0u13AwCrq_1_3,R_2wU1nU0u13AwCrq,1,3,dit,dit,PRON
188,QI_R_2wU1nU0u13AwCrq_1_4,R_2wU1nU0u13AwCrq,1,4,makkelijk,makkelijk,ADJ
189,QI_R_2wU1nU0u13AwCrq_1_5,R_2wU1nU0u13AwCrq,1,5,in,in,ADP
190,QI_R_2wU1nU0u13AwCrq_1_6,R_2wU1nU0u13AwCrq,1,6,hun,hun,PRON
191,QI_R_2wU1nU0u13AwCrq_1_7,R_2wU1nU0u13AwCrq,1,7,onderwijs,onderwijs,NOUN
192,QI_R_2wU1nU0u13AwCrq_1_8,R_2wU1nU0u13AwCrq,1,8,kunnen,kunnen,AUX
193,QI_R_2wU1nU0u13AwCrq_1_9,R_2wU1nU0u13AwCrq,1,9,integreren,integreren,VERB
194,QI_R_2wU1nU0u13AwCrq_1_10,R_2wU1nU0u13AwCrq,1,10,.,.,PUNCT
195,QI_R_2wU1nU0u13AwCrq_2_0,R_2wU1nU0u13AwCrq,2,0,Tentoonstelling,tentoonstelling,NOUN
196,QI_R_2wU1nU0u13AwCrq_2_1,R_2wU1nU0u13AwCrq,2,1,bv,bv,X
197,QI_R_2wU1nU0u13AwCrq_2_2,R_2wU1nU0u13AwCrq,2,2,bij,bij,ADP
198,QI_R_2wU1nU0u13AwCrq_2_3,R_2wU1nU0u13AwCrq,2,3,het,het,DET
199,QI_R_2wU1nU0u13AwCrq_2_4,R_2wU1nU0u13AwCrq,2,4,openlucht,openlucht,NOUN
200,QI_R_2wU1nU0u13AwCrq_2_5,R_2wU1nU0u13AwCrq,2,5,museum,Museum,NOUN
201,QI_R_2wU1nU0u13AwCrq_2_6,R_2wU1nU0u13AwCrq,2,6,in,in,ADP
202,QI_R_2wU1nU0u13AwCrq_2_7,R_2wU1nU0u13AwCrq,2,7,Arnhem,Arnhem,PROPN
203,QI_R_2wU1nU0u13AwCrq_2_8,R_2wU1nU0u13AwCrq,2,8,.,.,PUNCT
204,QI_R_3mn0RMzdfp29MCC_0_0,R_3mn0RMzdfp29MCC,0,0,Een,een,DET
205,QI_R_3mn0RMzdfp29MCC_0_1,R_3mn0RMzdfp29MCC,0,1,podcast,podcast,NOUN
206,QI_R_3mn0RMzdfp29MCC_0_2,R_3mn0RMzdfp29MCC,0,2,!,!,PUNCT
207,QI_R_3JgD4NfZYflQfkG_0_0,R_3JgD4NfZYflQfkG,0,0,Wedstrijd,wedstrijd,NOUN
208,QI_R_3JgD4NfZYflQfkG_0_1,R_3JgD4NfZYflQfkG,0,1,voor,voor,ADP
209,QI_R_3JgD4NfZYflQfkG_0_2,R_3JgD4NfZYflQfkG,0,2,scholieren,scholier,NOUN
210,QI_R_3JgD4NfZYflQfkG_0_3,R_3JgD4NfZYflQfkG,0,3,-,-,PUNCT
211,QI_R_3JgD4NfZYflQfkG_0_4,R_3JgD4NfZYflQfkG,0,4,een,een,DET
212,QI_R_3JgD4NfZYflQfkG_0_5,R_3JgD4NfZYflQfkG,0,5,literaire,literair,ADJ
213,QI_R_3JgD4NfZYflQfkG_0_6,R_3JgD4NfZYflQfkG,0,6,adaptatie,adaptatie,NOUN
214,QI_R_3JgD4NfZYflQfkG_0_7,R_3JgD4NfZYflQfkG,0,7,van,van,ADP
215,QI_R_3JgD4NfZYflQfkG_0_8,R_3JgD4NfZYflQfkG,0,8,een,een,DET
216,QI_R_3JgD4NfZYflQfkG_0_9,R_3JgD4NfZYflQfkG,0,9,klassieker,klassieker,NOUN
217,QI_R_3JgD4NfZYflQfkG_0_10,R_3JgD4NfZYflQfkG,0,10,.,.,PUNCT
218,QI_R_1H5AuydShemBD5c_0_0,R_1H5AuydShemBD5c,0,0,Fokke,Fokke,PROPN
219,QI_R_1H5AuydShemBD5c_0_1,R_1H5AuydShemBD5c,0,1,&,&,PROPN
220,QI_R_1H5AuydShemBD5c_0_2,R_1H5AuydShemBD5c,0,2,Sukke,Sukke,PROPN
221,QI_R_tPoNywriawI1vAl_0_0,R_tPoNywriawI1vAl,0,0,Een,een,DET
222,QI_R_tPoNywriawI1vAl_0_1,R_tPoNywriawI1vAl,0,1,vermakelijk,vermakelijk,ADJ
223,QI_R_tPoNywriawI1vAl_0_2,R_tPoNywriawI1vAl,0,2,programma,programma,NOUN
224,QI_R_tPoNywriawI1vAl_0_3,R_tPoNywriawI1vAl,0,3,waarin,waarin,ADV
225,QI_R_tPoNywriawI1vAl_0_4,R_tPoNywriawI1vAl,0,4,per,per,ADP
226,QI_R_tPoNywriawI1vAl_0_5,R_tPoNywriawI1vAl,0,5,aflevering,aflevering,NOUN
227,QI_R_tPoNywriawI1vAl_0_6,R_tPoNywriawI1vAl,0,6,één,één,NUM
228,QI_R_tPoNywriawI1vAl_0_7,R_tPoNywriawI1vAl,0,7,boek,boek,NOUN
229,QI_R_tPoNywriawI1vAl_0_8,R_tPoNywriawI1vAl,0,8,wordt,worden,AUX
230,QI_R_tPoNywriawI1vAl_0_9,R_tPoNywriawI1vAl,0,9,besproken,bespreken,VERB
231,QI_R_tPoNywriawI1vAl_0_10,R_tPoNywriawI1vAl,0,10,.,.,PUNCT
232,QI_R_tPoNywriawI1vAl_1_0,R_tPoNywriawI1vAl,1,0,Afleveringen,aflevering,NOUN
233,QI_R_tPoNywriawI1vAl_1_1,R_tPoNywriawI1vAl,1,1,zouden,zullen,AUX
234,QI_R_tPoNywriawI1vAl_1_2,R_tPoNywriawI1vAl,1,2,dan,dan,ADV
235,QI_R_tPoNywriawI1vAl_1_3,R_tPoNywriawI1vAl,1,3,ook,ook,ADV
236,QI_R_tPoNywriawI1vAl_1_4,R_tPoNywriawI1vAl,1,4,gebruikt,gebruiken,VERB
237,QI_R_tPoNywriawI1vAl_1_5,R_tPoNywriawI1vAl,1,5,kunnen,kunnen,AUX
238,QI_R_tPoNywriawI1vAl_1_6,R_tPoNywriawI1vAl,1,6,worden,worden,AUX
