Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,UserLanguage,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q3_1,Q3_2,Q3_3,Q4,Q5,Q7,Q7_13_TEXT,Q9,Q9_ELAB,Q10_NL,Q10_NL_2_TEXT,Q10_BE,Q10_BE_2_TEXT,Q10_OTHER,Q10_OTHER_2_TEXT,Q10_ELAB,Q11_NL,Q11_NL_2_TEXT,Q11_BE,Q11_BE_2_TEXT,Q11_OTHER,Q11_OTHER_2_TEXT,Q11_ELAB,Q12_CanonSize,Q12_CanonSize_5_TEXT,Q12_A_CanonOral,Q13,Q14,Q14_ELAB,Q15,Q15_ELAB,Q12_B_CanonMultiple,Q12_B_ELAB,Q16,Q16_EX_1,Q16_EX_2,Q16_EX_3,Q16_ELAB,Q17,Q17_EX_1,Q17_EX_2,Q17_EX_3,Q17_ELAB,QPERS_GENDER,QPERS_BIRTH_COUNTRY,QPERS_LANG,QPERS_EDU,QPERS_LING_JOB,QPERS_READING,Q53,Q55,QPERS_IDEAS,QPERS_ORIGIN,QPERS_COMPLAIN,QPERS_AGE,Q10,Q11,Q9num,Q9numopp,Q10num,Q10numopp,Q11num,Q11numopp,Q7binary,Q13dialoog,Q13educatief,Q13elitair,Q13ouderwets,Q13reflectie,Q13fundament,Q13anders
100,567,TRUE,2022-05-20 13:25:13,R_8HBJaN5yky3kFHz,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Elias of het gevecht met de nachtegalen - Maurice Gilliams,De Avonden - Gerard Reve,Hoe ik talent voor het leven kreeg - Rodaan Al Galidi,NA,NA,NA,NA,NA,NA,NA,Winter te Antwerpen - Maurice Gilliams,Erik of het kleine insectenboek - Godfried Bomans,NA,Hugo Claus,Het verdriet van België,"een klassieke tekst in herspelde, hertaalde of verstripte versie,het onderwijs (bijv. het vak Nederlands in het voortgezet/secundair onderwijs)",NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst",NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen",NA,NA,100 werken,NA,Beetje oneens,"...een fundament van een collectief cultureel geheugen,...een aanzet tot reflectie en een bron voor debat,...een aanzet tot dialoog over literatuur en literatuurbeleving,...een educatief instrument",Helemaal eens,NA,Helemaal eens,NA,Neutraal,NA,Eens,Maria Dermout - Het boek van alle dingen,NA,NA,NA,Eens,Briefgeheim - Jan Terlouw,Koning van Katoren,Blinker en de bakfietsbioscoop,NA,Man,België,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,20,Ja,Nee,NA,NA,NA,35,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",2,0,2,0,2,0,Analoog,een aanzet tot dialoog over literatuur en literatuurbeleving,een educatief instrument,0,0,een aanzet tot reflectie en een bron voor debat,een fundament van een collectief cultureel geheugen,0
100,4007,TRUE,2022-05-20 13:31:01,R_w0FSDTuHmaR8aiJ,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Geheime Kamers - Jeroen Brouwers,Het Mirakel - Harry Mulisch,Advocaat van de hanen - A.F.Th. van der Heijden,De asielzoeker - Arnon Grunberg,De avonden - Gerard Reve,Kaas - Willem Elsschot,Willem Mertens' levensspiegel - J. van Oudshoorn,Ivoren wachters - Simon Vestdijk,Rituelen - Cees Nooteboom,Nescio,Het Mirakel - Harry Mulisch,Willem Mertens' Levensspiegel - J. van Oudshoorn,Een lied van schijn en wezen - Cees Nooteboom,Nescio,NA,"het lezen van een literatuurgeschiedenis,een werk met een literatuurhistorisch onderwerp, zoals een biografie,websites als literatuurgeschiedenis.org; literairecanon.be",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst",NA,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,"Ja, maar alleen voor leerlingen van ...... (meerdere onderwijsvormen mogelijk)","havo, vwo",NA,NA,NA,NA,NA,Geen vastgesteld aantal werken,NA,Oneens,"...een inspiratiebron,...een aanzet tot dialoog over literatuur en literatuurbeleving,Anders:",Neutraal,NA,Neutraal,NA,Eens,NA,Neutraal,NA,NA,NA,NA,Neutraal,NA,NA,NA,NA,Zeg ik liever niet,Nederland,Nederlands,Hoger onderwijs (universitair),...niet met taal bezig,50,NA,NA,NA,NA,NA,38,"Ja, voor alle onderwijsrichtingen","Ja, maar alleen voor leerlingen van ...",1,1,2,0,1,1,Analoog,een aanzet tot dialoog over literatuur en literatuurbeleving,0,0,0,0,0,anders...
100,3705,TRUE,2022-05-20 13:31:04,R_TcRlGtUNTOJFwqJ,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Het bittere kruid - Marga Minco,Het achterhuis - Anne Frank,Hella Haasse,Het verstoorde leven - Etty Hillesum,Eva - Carry van Bruggen,De grote zaal - Jacoba van Velde,Het jongensuur - Andreas Burnier,Parken en woestijnen - M. Vasalis,Hoe duur was de suiker? - Cynthia McLeod,De tienduizend dingen - Maria Dermoût,NA,NA,NA,NA,NA,"een klassieke tekst in de oorspronkelijke (boek)vorm,anders:",podcast; Nederland Leest,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst","Met een goede benadering waarom het een klassieker is. Niet omdat iedereen ervan gehoord heeft, maar waarom het relevant was in de tijd waarin het werd geschreven, of zelfs nu nog.","Ja, maar alleen voor leerlingen van ...... (meerdere onderwijsvormen mogelijk)","havo, vwo",NA,NA,NA,NA,NA,"Ja, maar alleen voor leerlingen van ...... (meerdere onderwijsvormen mogelijk)","havo, vwo",NA,NA,NA,NA,NA,100 werken,NA,Oneens,"...een fundament van een collectief cultureel geheugen,...elitair en niet inclusief",Eens,NA,Eens,NA,Eens,NA,Beetje eens,NA,NA,NA,NA,Neutraal,NA,NA,NA,"Kinder- en jeugdliteratuur hoort er zeker helemaal bij, maar misschien in een aparte canon?",Vrouw,Nederland,Nederlands,Hoger onderwijs (universitair),...niet met taal bezig,200,NA,NA,NA,Tzum,NA,48,"Ja, maar alleen voor leerlingen van ...","Ja, maar alleen voor leerlingen van ...",1,1,1,1,1,1,Analoog,0,0,elitair en niet-inclusief,0,0,een fundament van een collectief cultureel geheugen,0
100,1245,TRUE,2022-05-20 13:52:51,R_2R9V09hpLJp64FR,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Patricia De Martelaere,Judith herzberg,Joke van leeuwen,Ramsey nasr,Bart moeyaert,Stefan hertmans,Peter verhelst,Gerda Dendooven,NA,NA,Patricia de martelaere,NA,NA,NA,NA,"aandacht in de publieke ruimte (straatnamen, straatpoëzie, standbeelden …),een film- of theaterbewerking,literaire events (festivals, leesclubs …)",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst","Ik denk dat een verplichte leeslijst (zoals die er nu uitziet) aversie in de hand kan werken omdat de schrijvers en de onderwerpen zo weinig divers zijn. Ik denk dat ze aan bod moeten komen en gekaderd moeten worden, maar dat verplicht een heel werk lezen een tegenovergesteld effect heeft.",NA,NA,Nee,NA,NA,NA,Ik denk dat ze in contact moeten komen en dat er andere manieren zijn om klassiekers te leren kennen.,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,Mits kritische herziening van die geschiedenis lijkt dit me belangrijk.,Geen vastgesteld aantal werken,NA,Eens,"...een aanzet tot reflectie en een bron voor debat,...een educatief instrument,...elitair en niet inclusief",Eens,NA,Eens,NA,Oneens,"Ik denk dat het raar is om een opdeling te maken omdat je dan -(ook al is dat niet zo bedoeld) een soort hiërarchie creëert “ik sta ‘maar’ in de scholierencanon. Een aparte Surinaamse canon zou ik raar vinden, waarom kunnen die werken niet gewoon deel uitmaken van de Nederlandstalige canon?",Eens,NA,NA,NA,NA,Eens,Gerda Dendooven,Els Beerten,Bart Moeyaert,NA,Vrouw,België,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,25,Ja,Ja,Theaterprojecten / Spoken Word / Audio leren samplen met Middelnederlandse teksten / Nieuwe teksten schrijven met de klassiekers als inspiratiebron,Via een vriendin,NA,34,Nee,"Ja, voor alle onderwijsrichtingen",1,1,0,2,2,0,Analoog,0,een educatief instrument,elitair en niet-inclusief,0,een aanzet tot reflectie en een bron voor debat,0,0
100,646,TRUE,2022-05-20 14:06:46,R_OGMvhwfzf4h1jH3,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Verzameld werk van Elsschot,NA,NA,NA,NA,NA,NA,NA,NA,NA,“De Verwondering” van Elsschot,“Het Tankschip” van Elsschot,NA,Willem Elsschot,“Kaas” van Elsschot,een klassieke tekst in de oorspronkelijke (boek)vorm,NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst",NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,Geen vastgesteld aantal werken,NA,Neutraal,...een fundament van een collectief cultureel geheugen,Beetje eens,NA,Neutraal,NA,Neutraal,NA,Beetje eens,NA,NA,NA,NA,Beetje eens,NA,NA,NA,NA,Man,België,Nederlands,Middelbaar onderwijs,...niet met taal bezig,35,NA,NA,NA,Vermeylen fonds,NA,77,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",1,1,2,0,2,0,Analoog,0,0,0,0,0,een fundament van een collectief cultureel geheugen,0
100,43345,TRUE,2022-05-20 14:13:40,R_9nOvAaN31iaEGB3,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Turks fruit - Jan Wolkers,Max Havelaar - Multatuli,De uitvreter - Nescio,Mei - Gorter,De avonden - Gerard Reve,Van oude mensen enz. - Louis Couperus,Beatrijs,Reynaert de Vos,Gijsbrecht van Aemstel - Joost van den Vondel,Het bittere kruid - Marga Minco,De roos van Dekama - Jacob van Lennep,Reize door het Avondland - J.A. Schasz,Langzame dans als verzoeningsrite - Hellema,NA,NA,"een klassieke tekst in de oorspronkelijke (boek)vorm,een film- of theaterbewerking",NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst",NA,"Ja, maar alleen voor leerlingen van ...... (meerdere onderwijsvormen mogelijk)",Havo/vwo,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,Geen vastgesteld aantal werken,NA,Neutraal,...een fundament van een collectief cultureel geheugen,Helemaal oneens,NA,Helemaal oneens,NA,Eens,NA,Neutraal,NA,NA,NA,NA,Oneens,NA,NA,NA,NA,Man,Nederland,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,50,Nee,Ja,NA,NA,NA,59,"Ja, maar alleen voor leerlingen van ...","Ja, voor alle onderwijsrichtingen",2,0,1,1,2,0,Analoog,0,0,0,0,0,een fundament van een collectief cultureel geheugen,0
100,2754,TRUE,2022-05-20 14:17:41,R_0lHQPXpXAZ0oTzb,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Anton Wachter-romans van Simon Vestdijk,De donkere kamer van Damocles van Hermans,Lucifer van Vondel,Charlotte Sofie Bentinck Hella Haasse,Boeken der kleine zielen Couperus,Karakter van Bordewijk,Max Havelaar van Multatuli,De koperen tuin van Vestdijk,De kelner en de levenden van Vestdijk,Grand Hotel Europa van Pfeijffer,Terug tot Ina Damman,Lucifer van Vondel,Karakter van Bordewijk,Simon Vestdijk,De kelner en de levenden,"een klassieke tekst in de oorspronkelijke (boek)vorm,social media (YouTube, Twitter, TikTok, Instagram, Facebook, LinkedIn),anders:",NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst",De verplichte leeslijst moet bestaan uit een minimum aan klassiekers uit de canon en een aantal vrije keuze bijvoorbeeld 5 klassiekers 10 eigen keuze,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,100 werken,NA,Helemaal oneens,"...een inspiratiebron,...een educatief instrument",Helemaal oneens,Oneigenlijk criterium,Helemaal oneens,Oneigenlijk criterium,Neutraal,NA,Helemaal oneens,NA,NA,NA,Alleen literaire kwaliteit telt,Helemaal oneens,NA,NA,NA,Aparte canon voor kinder en jeugd literatuur,Zeg ik liever niet,Nederland,Nederlands,Hoger onderwijs (niet universitair),...wél met taal bezig,25,Nee,Ja,Herinvoeren in onderwijs,NA,Canonangst moet overwonnen worden,76,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",2,0,2,0,2,0,Analoog,0,een educatief instrument,0,0,0,0,0
100,1646,TRUE,2022-05-20 14:35:35,R_3k5jn1Nh5kuenIk,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Op weg naar het einde - G.K. van het Reve,Titaantjes - Nescio,Max Havelaar - Multatuli,Sonnetten - P.C. Hooft,Verzamelde gedichten - J.H. Leopold,Bint - F. Bordewijk,De ziekte der geleerden - W. Bilderdijk,Over-ysselsche Sangen en Dichten - J. Revius,Menuet - Louis Paul Boon,Studententypen - Klikspaan,Willem Bilderdijk,Daan van der Vat,Een klein heldendicht - Herman Gorter,NA,NA,"een klassieke tekst in de oorspronkelijke (boek)vorm,aandacht in de publieke ruimte (straatnamen, straatpoëzie, standbeelden …),een werk met een literatuurhistorisch onderwerp, zoals een biografie",NA,"...de Nederlandstalige literaire klassieken behandelen, met verplichte leeslijst",NA,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,NA,Geen vastgesteld aantal werken,NA,Neutraal,"...een inspiratiebron,...een fundament van een collectief cultureel geheugen",Helemaal oneens,NA,Helemaal oneens,NA,Helemaal eens,NA,Neutraal,NA,NA,NA,NA,Helemaal eens,Daan Zonderland - De reisavonturen van Jeroen,P.J.S. Zwart - De club van Pieterjan,Annie M.G. Schmidt - Pluk van de Petteflet,NA,Man,Nederland,Nederlands,Hoger onderwijs (universitair),...niet met taal bezig,80,NA,NA,NA,tzum.info,NA,59,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",2,0,2,0,2,0,Analoog,0,0,0,0,0,een fundament van een collectief cultureel geheugen,0
100,825,TRUE,2022-05-20 14:37:05,R_2tfLPBL8SzBTRLb,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Tom Lanoye - Kartonnen Dozen,Herman De Coninck - Verzameld werk,Jotie T'Hooft - Junkieverdriet,Thea Beckman - Hasse Simonsdochter,Jan Terlouw - Koning van Katoren,Patricia De Martelaere - Het onverwachte antwoord,Tom Lanoye - Ten Oorlog (theatertekst),Reynaert de Vos,NA,NA,de songteksten van Willem Vermandere (serieus),Junkieverdriet van Jotie T'Hooft,NA,maar wat een moeilijke vragen!!! wat is belangrijk? Conscience,Reynaert de Vos,"een klassieke tekst in de oorspronkelijke (boek)vorm,aandacht in de publieke ruimte (straatnamen, straatpoëzie, standbeelden …),social media (YouTube, Twitter, TikTok, Instagram, Facebook, LinkedIn)",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst","Een richtlijst met mogelijkheden is altijd handig, maar ik koos ooit voor Moeder waarom leven wij? van Lode Zielens omdat dat toen een TV-reeks was en die stond niet op de lijst - zielsblij van geworden.",NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,"Ja, maar... Een Nederlandstalige klassieker kan ook een gedicht zijn of zelfs een liedjestekst, een kortverhaal, een pakkend essay... Sommige jongeren lezen heel moeilijk maar worden wel aangesproken door woorden, en alleen lange literaire parels zijn voor hen niet meteen toegankelijk.",NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,Geen vastgesteld aantal werken,NA,Helemaal eens,...een aanzet tot dialoog over literatuur en literatuurbeleving,Helemaal eens,"Het curriculum queer en inclusief maken is een belangrijke taak van elke leraar. Alle kunst is daarvoor extreem belangrijk, en literatuur is kunst. Zowel de makers als de onderwerpen moeten zoveel mogelijk verschillende aspecten van mens-zijn belichamen.",Helemaal eens,NA,Helemaal eens,NA,Helemaal eens,Dochter van de dekolonisatie van Nadia Nsayi,NA,NA,NA,Helemaal eens,"Jan Terlouw, Koning van Katoren","Thea Beckman, Hasse Simonsdochter",NA,NA,Zeg ik liever niet,België,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,100,Nee,Nee,NA,van een collega leerkracht,NA,42,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",1,1,2,0,2,0,Analoog,een aanzet tot dialoog over literatuur en literatuurbeleving,0,0,0,0,0,0
100,993,TRUE,2022-05-20 14:40:46,R_1l0gNueUc5OHdOu,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",De Kapellekensbaan - LP Boon,De donkere kamer van Damocles - WF Hermans,Bezonken rood - Jeroen Brouwers,Het Achterhuis - Anne Frank,Bezette stad - Paul van Ostaijen,Het verdriet van België- Hugo Claus,Het gezin van Paemel - Cyriel Buysse,Nooit meer slapen - WF Hermans,NA,NA,De last - Gustaaf Vermeersch,Jan Arends,NA,Jeroen Brouwers,Het Achterhuis,"een klassieke tekst in de oorspronkelijke (boek)vorm,een film- of theaterbewerking,social media (YouTube, Twitter, TikTok, Instagram, Facebook, LinkedIn)",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst",Een verplichte leeslijst heeft volgens mij averechts effect. Een minimale kennismaking met de klassiekers lijkt mij aangewezen voor de algemene vorming.,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,Alle studierichtingen zijn evenwaardig,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,Geen vastgesteld aantal werken,NA,Eens,"...een inspiratiebron,...een aanzet tot reflectie en een bron voor debat,...een aanzet tot dialoog over literatuur en literatuurbeleving",Eens,NA,Eens,NA,Eens,NA,Neutraal,NA,NA,NA,NA,Eens,Annie MG Schmidt,Bart Moeyaert,NA,NA,Man,België,Nederlands,Middelbaar onderwijs,...niet met taal bezig,10,NA,NA,NA,Ik kreeg een mail van het Vermeylenfonds.,NA,55,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",1,1,2,0,2,0,Analoog,een aanzet tot dialoog over literatuur en literatuurbeleving,0,0,0,een aanzet tot reflectie en een bron voor debat,0,0
100,5279,TRUE,2022-05-20 14:42:29,R_UAR4kbw3RHUKLq9,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",Een dwaze maagd - Ida Simons,Eline Vere - Louis Couperus,De Beatrijslegende,Snikken en Grimlachjes - Piet Paaltjes,De Camera Obscura - Nicolaas Beets,Twee meisjes en ik - A.H. Nijhoff,Ida Gerhardt,Willem Elsschot,Van den vos Reynaerde,Godfried Bomans,Een revolverschot - Virginie Loveling,Maurits Wertheim,Een dwaze maagd - Ida Simons,NA,NA,"een klassieke tekst in de oorspronkelijke (boek)vorm,social media (YouTube, Twitter, TikTok, Instagram, Facebook, LinkedIn),anders:",Via de podcast Fixdit,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst","Ik vind dat klassiekers levend blijven als ook de context meegegeven blijft worden en goed uit wordt gelegd hoe een tekst heeft kunnen uitgroeien tot een klassieker. Wat mij betreft kan men dan beter klassikaal teksten lezen en tijd besteden aan de achtergrond van het werk, de schrijver en de literaire periode dan dat men leerlingen dwingt om teksten lezen die aangemerkt worden als relevant, maar op hen misschien niet die indruk maken door de ontbrekende context en uitleg.",Nee,NA,NA,NA,NA,NA,"Ik vind dat leerlingen kennis moeten hebben van literatuurgeschiedenis en van klassiekers, maar die hoeven ze niet per se gelezen te hebben. Ik zie natuurlijk graag dat klassiekers toegankelijk en aantrekkelijk worden gemaakt voor leerlingen, zodat ze klassiekers zullen gaan lezen. Het doel is dat kennis van klassiekers leerlingen bijblijft en dat ze het meenemen, niet dat ze het snel weer vergeten en er nooit meer aan denken, of erom zullen geven. Leerlingen verplichten om klassiekers te lezen garandeert niet dat ze die klassiekers zullen onthouden (op een positieve manier).","Ja, voor alle onderwijsrichtingen (mavo/vmbo, havo, vwo)",NA,NA,NA,NA,NA,"Literatuurgeschiedenis hangt nauw samen met de geschiedenis van het Nederlands als taal en cultuurgebied. Klassiekers zijn historische bronnen, niet alleen voor gebeurtenissen, maar ook voor de ontwikkeling van het Nederlands zoals we dat nu kennen. Ook laten klassiekers zien wat voor verhalen of teksten mensen tot zich namen en verspreiden, voor wie die teksten bedoeld waren, wat men bezighield, en wat voor boodschap die teksten uitdroegen. Klassiekers kunnen leerlingen veel vertellen over de geschiedenis van Nederland.",Geen vastgesteld aantal werken,NA,Helemaal eens,"...een aanzet tot reflectie en een bron voor debat,...een aanzet tot dialoog over literatuur en literatuurbeleving,...een educatief instrument,Anders:",Helemaal eens,"Belangrijke teksten kunnen door iedereen geschreven zijn én worden. Gender is een deel van onze identiteit en kan de manier waarop de wereld waarnemen en interpreteren sterk beïnvloeden. Door genderdiversiteit uit de canon te weren, sluit je andere manieren om de wereld te bezien en verhalen te vertellen buiten.",Helemaal eens,"Net als bij gender kan je culturele achtergrond de manier waarop je de wereld waarneemt en interpreteert sterk beïnvloeden, en daarmee ook de verhalen die je vertelt. Door andere culturele achtergronden te weren uit de canon, creëer je een eenzijdig beeld van de Nederlandse taal, cultuur en geschiedenis dat Nederland niet weerspiegelt en, in het ergste geval, een deel van Nederlands culturele gezicht ontkent.",Eens,De canon kan (en moet) opgebouwd zijn uit meerdere canons die elk een deel van het Nederlandse taal- en cultuurgebied weerspiegelen. Elk van die canons kan een groep of periode representeren zonder een ander deel van de canon het bestaan te ontzeggen. Wel moet ervoor gewaakt worden dat al die canons gelijkwaardig zijn: er is er niet één beter of belangrijker dan de andere. Ze zeggen allemaal iets waardevols over de Nederlandse literatuur.,Helemaal eens,NA,NA,NA,Ik weet helaas zo geen schrijvers uit de voormalige koloniën te noemen die niet in de canon mogen ontbreken. Ik ben wel van mening dat teksten uit de voormalige koloniën meer doen dan alleen andere invalshoeken op de Nederlandse literatuur werpen. Ook in algemene zin zeggen ze veel waardevols over hoe verhalen verteld worden en welke verhalen doorgegeven en bewaard blijven. Ze verruimen de literaire horizon.,Helemaal eens,NA,NA,NA,"Ook kinderen komen in aanraking met verhalen, en die verhalen kun bepalend zijn voor het beeld dat ze ontwikkelen van zichzelf en het land waarin ze wonen. Het zou niet goed zijn om kinderen weg te laten uit de canon, omdat literatuur ook op hen van invloed is en er kinderverhalen zijn die verteld en uitgegeven blijven worden. Ik vind het lastig om titels te noemen waarvan ik vind dat ze kinder- of jeugdliteratuur zijn, te meer omdat veel van de kinder- en jeugdboeken die ik las vertaald waren.",Vrouw,Nederland,Nederlands,Hoger onderwijs (universitair),...wél met taal bezig,33,Nee,Ja,NA,"Op Instagram had mijn oud-stagementor bij Uitgeverij Cossee een post aan deze enquête gewijd. Zij is nauw betrokken bij het schrijverscollectief Fixdit, dat een samenwerkingspartner is van de organisatie achter Literaire Canon 2022.","'- Ik heb geen schrijver en werk opgegeven waarvan in vind dat ze het belangrijkst zijn voor de Nederlandstalige literatuur. Enerzijds kon ik me niet bedenken wie nu de 'Nederlandse Poesjkin of Shakespeare' moet zijn geweest, degene die de Nederlandstalige literatuur zo ongeveer geschapen heeft. Anderzijds vind ik zo'n vraag te subjectief. Wat ik een belangrijk werd vind, kan een ander weer onbelangrijk vinden. En je doet alle schrijvers en werken tekort door er één uit te tillen als het allerbelangrijkst.  - Persoonlijk vind ik de canon an sich geen elitair en niet-inclusief fenomeen, maar hij daar wel in veranderen in de verkeerde handen. Degene die bepaalt wie wel en wie niet thuishoort in de canon heeft een machtspositie, daar hoort ook verantwoordelijkheid bij. In deze tijd betekent het dat degene in deze positie er zorg voor draagt dat iedereen zich in de canon kan vinden.  - Het aantal boeken dat ik per jaar lees is gebaseerd op het gemiddelde van de afgelopen twee jaar (ik ben in 2020 begonnen met het bijhouden van boeken die ik lees). Behalve romans staan in deze lijst ook dichtbundels, verhalen- of columnbundels, essays, beeldverhalen en stripboeken. Naast Nederlandstalige literatuur lees ik veel naar het Nederlands vertaalde literatuur.",27,Nee,"Ja, voor alle onderwijsrichtingen",1,1,0,2,2,0,Analoog,een aanzet tot dialoog over literatuur en literatuurbeleving,een educatief instrument,0,0,een aanzet tot reflectie en een bron voor debat,0,anders...
100,920,TRUE,2022-05-20 14:44:53,R_ZKzCQk4r02BBf3z,NL,"Ik ben zestien of ouder, besef dat mijn gegevens opgeslagen worden ten behoeve van wetenschappelijk onderzoek en ga hiermee akkoord",W. F. Hermans,Tom Lanoye,Jeroen Brouwers,Arnon Grunberg,Hugo Claus,Marieke Lucas Rijnefeld,Adrian Van Dis,Stephan Hermans,Ilja Leonard Pfeiffer,Connie Palmen,Hella Haase,Guys Kuijer,Elsschot,NA,NA,"het lezen van een literatuurgeschiedenis,een werk met een literatuurhistorisch onderwerp, zoals een biografie,literaire events (festivals, leesclubs …)",NA,"...de Nederlandstalige literaire klassieken behandelen, zonder verplichte leeslijst",NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,NA,NA,"Ja, voor alle onderwijsrichtingen (BSO, TSO, KSO, ASO)",NA,NA,NA,NA,Geen vastgesteld aantal werken,NA,Beetje eens,...een aanzet tot dialoog over literatuur en literatuurbeleving,Helemaal eens,NA,Helemaal eens,NA,Eens,NA,Helemaal eens,NA,NA,NA,NA,Helemaal eens,Annie M. G. Schmidt,Bart Moeyaert,Toon Tellegen,NA,Vrouw,Hongarije,Hongaars,Hoger onderwijs (universitair),...wél met taal bezig,50,Nee,Ja,NA,NA,NA,57,"Ja, voor alle onderwijsrichtingen","Ja, voor alle onderwijsrichtingen",1,1,2,0,2,0,Analoog,een aanzet tot dialoog over literatuur en literatuurbeleving,0,0,0,0,0,0
